AvgAddedCalls,AvgAddedLatency,AvgLatency,AvgToolCalls,CorrectionCount,CorrectionRate,ExecutionFailureRate,Method,OEPVR,RecoveryRate,ReflectionCount,SCCR,SchemaConnectivityRate,TSR,group,method
0.45454545454545453,44.77272727272727,1578.4925330843405,7.420454545454546,0.0,0.0,0.15909090909090906,Proposed,0.7954545454545454,0.0,0.0,0.4772727272727273,0.7954545454545454,0.8409090909090909,freshness,proposed
0.17222222222222222,10.333333333333334,1505.4565459943244,7.1,0.0,0.0,0.0,Proposed,0.8277777777777777,0.0,0.0,0.8277777777777777,0.8277777777777777,1.0,none,proposed
0.7888888888888889,131.33333333333334,1579.3350058462092,7.466666666666667,0.0,0.0,0.11111111111111116,Proposed,0.9111111111111111,0.0,0.0,0.9111111111111111,0.9111111111111111,0.8888888888888888,provenance,proposed
0.7777777777777778,20.444444444444443,1541.99111215019,7.688888888888889,0.0,0.0,0.1333333333333333,Proposed,0.8777777777777778,0.0,0.0,0.8777777777777778,0.8777777777777778,0.8666666666666667,unit,proposed
0.34782608695652173,133.91304347826087,1531.519500940959,6.532608695652174,0.34782608695652173,0.34782608695652173,0.46739130434782605,Tool-MVR-inspired,0.358695652173913,0.34782608695652173,1.391304347826087,0.358695652173913,1.0,0.532608695652174,compound,tool_mvr_inspired
0.3010752688172043,138.49462365591398,1501.2978557272454,6.365591397849462,0.3010752688172043,0.3010752688172043,0.5913978494623655,Tool-MVR-inspired,0.6344086021505376,0.3010752688172043,1.2043010752688172,0.3655913978494624,1.0,0.40860215053763443,confidence,tool_mvr_inspired
0.3793103448275862,149.6551724137931,1579.8877918931364,6.666666666666667,0.3793103448275862,0.3793103448275862,0.5632183908045977,Tool-MVR-inspired,0.2988505747126437,0.3793103448275862,1.5172413793103448,0.2988505747126437,1.0,0.4367816091954023,coordinate,tool_mvr_inspired
0.38636363636363635,168.63636363636363,1615.8635491326165,6.659090909090909,0.38636363636363635,0.38636363636363635,0.4545454545454546,Tool-MVR-inspired,0.6818181818181818,0.38636363636363635,1.5454545454545454,0.29545454545454547,1.0,0.5454545454545454,freshness,tool_mvr_inspired
0.3333333333333333,140.0,1540.9929429920944,6.5,0.3333333333333333,0.3333333333333333,0.0,Tool-MVR-inspired,1.0,0.3333333333333333,1.3333333333333333,1.0,1.0,1.0,none,tool_mvr_inspired
0.2111111111111111,79.33333333333333,1404.237287585293,6.166666666666667,0.2111111111111111,0.2111111111111111,0.4222222222222223,Tool-MVR-inspired,0.37777777777777777,0.2111111111111111,0.8444444444444444,0.37777777777777777,1.0,0.5777777777777777,provenance,tool_mvr_inspired
0.37777777777777777,171.11111111111111,1627.8264059338512,6.622222222222222,0.37777777777777777,0.37777777777777777,0.5,Tool-MVR-inspired,0.3,0.37777777777777777,1.511111111111111,0.3,1.0,0.5,unit,tool_mvr_inspired
